policy_id,customer_id,policy_type,premium_amount,coverage_amount,start_date,end_date,underwriting_score
POL0000316,CUST0000558,Life,4949.91,391281.57,2019-08-22,2020-08-27,0.485
POL0000317,CUST0001995,Property,956.91,448049.41,2020-05-04,2022-07-18,0.352
POL0000318,CUST0000526,Life,2678.43,364985.61,2021-05-03,2023-04-17,0.21
POL0000319,CUST0002645,Auto,4005.65,237935.11,2021-07-27,2022-12-02,0.694
POL0000320,CUST0000840,Life,2276.68,52389.54,2019-10-17,2021-01-14,0.804
POL0000321,CUST0000003,Life,2446.8,37904.49,2021-07-05,2023-01-08,0.855
POL0000322,CUST0001052,Health,4934.51,193419.53,2024-08-19,2026-05-04,0.147
POL0000323,CUST0001405,Property,2241.48,237272.64,2024-02-01,2026-05-08,0.692
POL0000324,CUST0000157,Property,3099.55,308469.1,2023-06-19,2024-06-27,0.681
POL0000325,CUST0002903,Auto,461.79,13179.87,2024-05-01,2025-07-12,0.858
POL0000326,CUST0001938,Auto,4242.61,494964.22,2020-08-10,2023-04-06,0.302
POL0000327,CUST0001955,Property,3311.21,188330.05,2022-12-24,2025-01-23,0.694
POL0000328,CUST0000511,Health,2139.3,425566.39,2022-12-15,2024-06-06,0.144
POL0000329,CUST0000687,Health,277.61,272133.69,2019-03-08,2021-03-04,0.605
POL0000330,CUST0001138,Property,3040.01,73915.33,2020-10-03,2021-07-17,0.381
POL0000331,CUST0001413,Life,260.76,400807.12,2020-11-08,2021-05-30,0.715
POL0000332,CUST0001511,Property,205.78,357815.27,2023-06-29,2025-10-07,0.791
POL0000333,CUST0000571,Life,3157.27,268443.68,2023-07-21,2025-04-25,0.392
POL0000334,CUST0000715,Property,1107.28,262131.01,2019-04-04,2019-10-22,0.52
POL0000335,CUST0001339,Life,1121.06,52865.01,2018-01-23,2019-12-05,0.194
POL0000336,CUST0002287,Health,3335.7,331365.98,2023-07-15,2025-12-26,0.434
POL0000337,CUST0002351,Property,457.75,456510.13,2018-01-09,2020-07-12,0.389
POL0000338,CUST0002655,Auto,1704.35,55690.01,2019-12-21,2021-10-31,0.246
POL0000339,CUST0000991,Life,917.27,139120.61,2018-11-26,2021-05-28,0.816
POL0000340,CUST0000334,Health,2984.85,452130.91,2019-04-21,2021-06-01,0.218
POL0000341,CUST0002161,Auto,3376.47,149328.52,2024-07-11,2026-02-17,0.609
POL0000342,CUST0001645,Health,3661.45,330432.4,2021-12-18,2023-05-11,0.812
POL0000343,CUST0000362,Life,1425.11,272060.9,2019-03-21,2021-08-19,0.83
POL0000344,CUST0001881,Property,628.4,302200.53,2023-04-02,2024-07-10,0.735
POL0000345,CUST0002849,Health,577.68,213736.56,2024-08-12,2025-07-04,0.241
POL0000346,CUST0002145,Property,2245.53,156995.82,2018-02-19,2020-10-19,0.754
POL0000347,CUST0001982,Property,4740.05,33781.39,2021-09-01,2023-03-18,0.321
POL0000348,CUST0002064,Health,1245.1,374697.66,2023-09-20,2024-03-28,0.838
POL0000349,CUST0002604,Health,1432.36,375585.8,2018-03-13,2019-06-11,0.667
POL0000350,CUST0001978,Health,684.27,338655.61,2024-11-22,2026-12-09,0.728
POL0000351,CUST0000376,Property,3106.74,325380.56,2021-04-12,2023-08-24,0.168
POL0000352,CUST0000742,Auto,3463.39,129421.39,2019-02-10,2020-06-06,0.566
POL0000353,CUST0000390,Life,3286.07,20949.02,2021-11-28,2022-12-16,0.757
POL0000354,CUST0002668,Auto,4333.43,406270.54,2022-07-18,2023-12-24,0.789
POL0000355,CUST0001241,Property,2534.84,250657.88,2020-09-14,2023-04-11,0.123
POL0000356,CUST0000824,Health,845.39,160350.68,2024-01-21,2025-04-10,0.851
POL0000357,CUST0002368,Health,1589.14,59946.63,2022-01-28,2022-08-17,0.135
POL0000358,CUST0002244,Life,3379.66,40733.58,2022-01-14,2023-12-30,0.592
POL0000359,CUST0000418,Life,3142.99,180944.69,2020-11-16,2023-04-20,0.655
POL0000360,CUST0000607,Auto,2748.82,404321.16,2019-09-12,2020-06-13,0.186
POL0000361,CUST0000568,Auto,3478.23,460174.64,2024-04-22,2026-01-06,0.138
POL0000362,CUST0000544,Life,3259.48,449408.17,2018-11-25,2020-02-10,0.728
POL0000363,CUST0002279,Property,4430.36,460800.41,2020-01-21,2022-02-22,0.408
POL0000364,CUST0000884,Auto,3012.88,454785.42,2022-09-14,2025-04-05,0.186
POL0000365,CUST0002569,Health,3937.29,268340.13,2019-09-20,2021-04-04,0.71
POL0000366,CUST0000703,Health,1393.79,117513.66,2022-01-20,2024-01-19,0.779
POL0000367,CUST0001224,Property,3455.28,401042.83,2021-11-29,2023-06-23,0.57
POL0000368,CUST0002894,Life,4530.53,114719.36,2020-07-08,2022-08-27,0.229
POL0000369,CUST0002721,Auto,2051.52,140931.57,2024-03-25,2026-03-14,0.112
POL0000370,CUST0001623,Health,3939.7,124294.62,2020-11-27,2021-08-25,0.661
POL0000371,CUST0002069,Life,3678.99,262341.38,2021-03-10,2023-03-25,0.54
POL0000372,CUST0002636,Auto,485.73,167695.48,2021-06-10,2022-05-14,0.621
POL0000373,CUST0002946,Property,2991.24,85536.46,2019-11-25,2021-01-05,0.751
POL0000374,CUST0001787,Health,824.91,232054.97,2019-03-12,2020-12-23,0.447
POL0000375,CUST0001620,Property,4843.13,438214.55,2020-08-12,2022-02-14,0.2
POL0000376,CUST0001458,Property,4094.76,289570.9,2021-01-31,2022-08-09,0.852
POL0000377,CUST0002419,Property,726.67,440384.45,2022-10-01,2024-10-02,0.536
POL0000378,CUST0001584,Auto,784.41,105977.37,2019-05-06,2019-12-08,0.592
POL0000379,CUST0001915,Property,3053.47,91817.2,2022-06-20,2024-09-13,0.847
POL0000380,CUST0000078,Auto,1855.47,292032.79,2022-01-01,2024-05-20,0.845
POL0000381,CUST0001309,Auto,367.55,237031.16,2020-08-08,2021-03-12,0.558
POL0000382,CUST0000648,Property,2799.88,333484.59,2022-09-10,2023-06-17,0.338
POL0000383,CUST0002188,Property,2061.66,399367.13,2022-11-25,2024-11-16,0.898
POL0000384,CUST0000553,Life,685.17,378140.57,2022-05-05,2023-05-09,0.645
POL0000385,CUST0000998,Health,4049.22,471707.98,2023-04-26,2025-03-17,0.427
POL0000386,CUST0000282,Life,4592.37,205145.64,2019-02-06,2021-05-23,0.548
POL0000387,CUST0001282,Health,3831.65,111129.5,2021-04-29,2022-01-23,0.433
POL0000388,CUST0001847,Health,4147.63,279947.19,2018-06-11,2018-12-13,0.811
POL0000389,CUST0001384,Life,1239.15,64264.13,2024-02-12,2024-12-26,0.486
POL0000390,CUST0002488,Life,1465.15,151537.05,2018-01-25,2018-10-26,0.759
POL0000391,CUST0002318,Health,1200.93,111865.15,2023-04-08,2025-06-26,0.772
POL0000392,CUST0001158,Health,3872.3,204316.22,2018-03-03,2020-05-22,0.759
POL0000393,CUST0002794,Health,4750.0,64496.12,2023-05-19,2024-12-04,0.678
POL0000394,CUST0000104,Auto,3640.82,25602.45,2020-02-16,2020-12-14,0.784
POL0000395,CUST0000766,Health,4431.04,331829.06,2019-02-06,2020-05-15,0.41
POL0000396,CUST0002143,Property,3265.76,309022.0,2023-02-23,2024-08-21,0.192
POL0000397,CUST0002777,Property,2060.77,357095.88,2019-04-29,2021-09-15,0.774
POL0000398,CUST0001597,Property,2243.66,333589.36,2024-12-01,2026-10-01,0.499
POL0000399,CUST0000480,Life,561.54,66004.39,2021-01-11,2022-05-30,0.202
POL0000400,CUST0002828,Life,350.99,152628.65,2024-01-09,2025-08-17,0.192
POL0000401,CUST0002061,Life,3538.28,73468.04,2021-09-16,2023-08-15,0.227
POL0000402,CUST0001964,Health,2304.46,423056.48,2020-01-29,2022-04-26,0.701
POL0000403,CUST0002649,Property,2850.63,375982.79,2022-02-20,2022-11-03,0.669
POL0000404,CUST0002143,Health,2876.77,108748.23,2021-10-23,2022-12-10,0.263
POL0000405,CUST0002341,Auto,1531.4,177241.53,2020-10-01,2022-11-05,0.778
POL0000406,CUST0002073,Auto,2484.28,483641.35,2024-11-13,2026-09-07,0.325
POL0000407,CUST0001296,Life,2459.65,301138.09,2020-01-09,2021-10-13,0.734
POL0000408,CUST0001529,Auto,2064.45,402566.24,2021-12-05,2023-02-28,0.491
POL0000409,CUST0001190,Property,4139.24,139649.61,2023-04-19,2025-01-24,0.685
POL0000410,CUST0000939,Auto,2365.59,112925.93,2024-08-19,2026-05-29,0.405
POL0000411,CUST0000762,Life,3097.49,394119.3,2023-07-09,2025-09-27,0.378
POL0000412,CUST0000654,Health,4498.5,346077.5,2022-02-09,2024-02-05,0.773
POL0000413,CUST0001670,Auto,4357.92,343679.19,2019-07-23,2022-01-06,0.128
POL0000414,CUST0002686,Property,4474.03,280790.95,2020-06-21,2021-09-13,0.88
POL0000415,CUST0002539,Property,1496.02,286153.39,2021-06-17,2023-08-10,0.619
POL0000416,CUST0001932,Property,367.92,370491.78,2020-03-31,2021-10-09,0.446
POL0000417,CUST0001127,Health,1453.12,142301.22,2018-09-27,2019-09-18,0.602
POL0000418,CUST0001926,Property,1537.8,182856.55,2018-08-14,2019-11-10,0.198
POL0000419,CUST0000575,Life,4564.93,437102.02,2018-08-03,2020-12-20,0.511
POL0000420,CUST0002342,Life,3316.37,161343.95,2018-08-24,2020-11-21,0.888
POL0000421,CUST0002944,Property,592.18,277691.69,2020-12-05,2023-03-01,0.288
POL0000422,CUST0001330,Auto,849.82,354293.34,2019-09-12,2020-04-05,0.678
POL0000423,CUST0001278,Property,947.25,499963.17,2022-05-12,2024-06-05,0.448
POL0000424,CUST0001204,Life,3226.02,223292.75,2022-05-18,2023-01-12,0.622
POL0000425,CUST0000040,Life,3729.99,219765.51,2021-10-24,2024-04-21,0.264
POL0000426,CUST0002824,Life,4326.29,422868.31,2023-01-30,2024-03-01,0.476
POL0000427,CUST0000520,Auto,4715.06,404696.52,2023-04-09,2025-08-16,0.884
POL0000428,CUST0001640,Auto,1168.18,368227.18,2024-05-12,2026-08-30,0.256
POL0000429,CUST0002594,Auto,1686.91,236982.52,2018-03-18,2019-06-10,0.609
POL0000430,CUST0002284,Life,1353.55,168730.17,2020-04-23,2021-02-12,0.56
POL0000431,CUST0000463,Health,1922.06,308277.94,2019-09-26,2020-11-23,0.552
POL0000432,CUST0001252,Property,4590.39,439349.41,2023-02-26,2025-06-14,0.592
POL0000433,CUST0001849,Property,2960.54,443050.95,2020-02-13,2022-04-06,0.502
POL0000434,CUST0000483,Life,3743.32,63164.19,2022-12-12,2023-09-02,0.114
POL0000435,CUST0002478,Auto,2552.57,219891.64,2019-08-01,2021-09-17,0.82
POL0000436,CUST0000343,Health,338.52,237713.76,2022-04-03,2024-06-22,0.762
POL0000437,CUST0001197,Health,508.14,489031.53,2020-04-05,2021-12-25,0.239
POL0000438,CUST0001463,Auto,2782.03,342219.03,2018-11-17,2020-11-01,0.431
POL0000439,CUST0001203,Property,3650.19,209550.74,2018-06-06,2019-03-01,0.716
POL0000440,CUST0001622,Property,1233.59,22768.36,2024-06-16,2026-06-14,0.884
POL0000441,CUST0002181,Health,3665.17,287038.73,2018-09-29,2020-08-15,0.861
POL0000442,CUST0002399,Health,4091.2,57077.23,2021-09-22,2023-05-02,0.819
POL0000443,CUST0002554,Auto,2177.11,418880.48,2019-06-01,2020-08-24,0.227
POL0000444,CUST0002132,Property,3782.81,378734.14,2020-01-16,2021-12-19,0.832
POL0000445,CUST0000993,Health,2139.34,235649.49,2018-06-04,2020-04-07,0.803
POL0000446,CUST0002878,Property,3456.08,220313.28,2024-03-03,2026-04-28,0.402
POL0000447,CUST0002909,Health,3867.19,449696.09,2018-10-19,2020-07-07,0.416
POL0000448,CUST0002391,Auto,4961.25,151344.59,2022-05-18,2024-05-09,0.468
POL0000449,CUST0002914,Property,1857.9,132019.78,2024-04-13,2025-09-24,0.625
POL0000450,CUST0001190,Health,2173.0,470206.74,2022-10-16,2025-04-27,0.309
POL0000451,CUST0002341,Health,994.98,406530.46,2019-07-21,2020-12-09,0.118
POL0000452,CUST0001604,Health,1179.55,412106.54,2019-03-27,2021-12-12,0.213
POL0000453,CUST0001194,Health,3528.3,105644.97,2020-05-18,2021-08-26,0.452
POL0000454,CUST0000598,Auto,4601.82,80215.04,2022-03-15,2022-10-15,0.326
POL0000455,CUST0000645,Property,2094.1,22754.48,2023-03-15,2025-02-24,0.712
POL0000456,CUST0000448,Property,1063.25,126150.34,2019-04-19,2021-06-29,0.185
POL0000457,CUST0002738,Life,1568.48,389353.34,2019-10-06,2021-08-03,0.834
POL0000458,CUST0002903,Property,2384.25,127618.83,2022-02-17,2023-12-15,0.816
POL0000459,CUST0002550,Life,1595.12,367260.61,2021-10-28,2022-09-17,0.827
POL0000460,CUST0000764,Health,1321.18,133435.05,2019-11-12,2021-10-15,0.692
POL0000461,CUST0000735,Auto,3732.73,203693.32,2022-11-24,2025-06-16,0.186
POL0000462,CUST0001643,Auto,237.66,491749.52,2018-07-03,2019-05-24,0.451
POL0000463,CUST0002298,Health,2788.31,129957.75,2019-08-16,2022-03-03,0.205
POL0000464,CUST0000601,Life,4010.08,194421.61,2018-06-11,2020-04-23,0.89
POL0000465,CUST0002173,Health,1477.9,157532.72,2024-02-27,2026-04-20,0.366
POL0000466,CUST0002161,Auto,3095.8,63716.24,2022-03-27,2024-06-10,0.568
POL0000467,CUST0000981,Auto,3410.72,250048.13,2019-10-29,2021-10-04,0.724
POL0000468,CUST0001783,Property,3344.12,195558.43,2022-03-06,2023-05-31,0.836
POL0000469,CUST0002198,Life,2340.08,350494.67,2020-12-22,2022-12-05,0.704
POL0000470,CUST0002923,Property,1863.57,410621.33,2020-01-28,2022-04-16,0.64
POL0000471,CUST0002391,Auto,4212.44,276682.36,2018-12-09,2019-09-09,0.473
POL0000472,CUST0000580,Auto,3840.54,25776.25,2022-08-21,2024-05-08,0.584
POL0000473,CUST0000783,Property,1742.02,313271.95,2023-12-31,2025-08-16,0.175
POL0000474,CUST0002369,Property,694.49,37141.46,2023-01-31,2024-04-11,0.807
POL0000475,CUST0002870,Auto,544.68,312014.6,2021-10-04,2022-12-19,0.535
POL0000476,CUST0000532,Property,652.52,345664.68,2021-05-05,2022-01-26,0.132
POL0000477,CUST0001513,Property,2997.77,106906.14,2024-10-20,2026-06-27,0.836
POL0000478,CUST0002540,Life,447.98,411479.61,2018-03-26,2020-04-13,0.491
POL0000479,CUST0000612,Auto,1817.25,456431.71,2021-04-06,2023-10-14,0.795
POL0000480,CUST0002300,Health,3815.36,408412.61,2024-12-01,2025-09-14,0.786
POL0000481,CUST0002006,Life,1612.87,159503.5,2020-03-18,2020-10-02,0.753
POL0000482,CUST0001101,Health,3863.88,297455.08,2018-12-28,2020-06-24,0.149
POL0000483,CUST0001671,Property,3778.24,458259.42,2021-02-12,2023-05-25,0.298
POL0000484,CUST0001416,Property,1379.97,167125.72,2023-08-10,2025-02-18,0.8
POL0000485,CUST0001436,Health,3698.35,411813.63,2019-02-19,2020-01-24,0.819
POL0000486,CUST0002221,Property,3789.33,14642.81,2019-09-06,2020-06-11,0.466
POL0000487,CUST0000875,Property,2107.78,11786.88,2020-12-27,2022-03-16,0.452
POL0000488,CUST0002249,Life,1210.02,382258.71,2020-02-25,2022-09-11,0.24
POL0000489,CUST0000217,Health,2702.1,383109.32,2020-04-17,2022-11-02,0.875
POL0000490,CUST0000376,Life,4622.71,396598.82,2021-07-14,2022-02-27,0.271
POL0000491,CUST0001610,Health,3270.16,465713.15,2019-12-09,2022-04-13,0.253
POL0000492,CUST0000011,Life,1030.03,67774.09,2018-05-07,2021-01-09,0.629
POL0000493,CUST0002940,Auto,3477.23,123672.64,2021-04-24,2022-12-09,0.294
POL0000494,CUST0001614,Auto,2250.57,452825.21,2023-08-12,2024-04-06,0.851
POL0000495,CUST0002483,Health,3039.34,96845.74,2018-09-04,2019-09-01,0.109
POL0000496,CUST0000818,Auto,3723.51,344292.34,2022-02-08,2024-05-26,0.105
POL0000497,CUST0001297,Life,2671.75,269926.87,2018-09-22,2020-06-09,0.504
POL0000498,CUST0002979,Health,4107.12,50764.9,2024-11-22,2026-03-17,0.49
POL0000499,CUST0000691,Auto,3666.35,149779.19,2019-09-25,2021-11-20,0.231
POL0000500,CUST0001600,Auto,3152.35,264982.39,2018-08-30,2020-09-02,0.496
POL0000501,CUST0001533,Health,923.81,427651.56,2024-03-27,2025-09-11,0.429
POL0000502,CUST0001156,Auto,4212.56,356693.86,2022-02-23,2024-09-28,0.812
POL0000503,CUST0002903,Auto,4692.35,314722.75,2024-06-04,2025-07-01,0.107
POL0000504,CUST0001948,Health,857.43,253056.12,2018-05-10,2019-05-13,0.881
POL0000505,CUST0000784,Auto,2543.56,156355.15,2021-09-15,2023-12-16,0.6
POL0000506,CUST0002367,Auto,1442.67,68430.01,2020-09-14,2022-02-22,0.221
POL0000507,CUST0002892,Auto,3821.71,210447.26,2022-01-22,2024-10-09,0.137
POL0000508,CUST0001973,Auto,3663.82,23974.06,2024-07-24,2027-03-31,0.53
POL0000509,CUST0001877,Property,876.25,113417.39,2023-12-30,2024-11-10,0.288
POL0000510,CUST0002669,Health,4409.73,221916.85,2023-05-18,2023-12-13,0.341
POL0000511,CUST0000785,Property,1068.67,215116.54,2022-07-01,2023-05-22,0.296
POL0000512,CUST0000397,Property,4026.84,31704.76,2021-07-03,2023-04-11,0.62
POL0000513,CUST0001082,Life,2393.51,298639.48,2024-04-28,2026-07-03,0.543
POL0000514,CUST0001504,Property,1775.71,279345.29,2022-11-14,2024-09-26,0.162
POL0000515,CUST0002034,Property,959.55,48271.11,2024-10-05,2027-06-10,0.521
POL0000516,CUST0001615,Life,1004.55,472149.9,2024-03-25,2025-03-30,0.733
POL0000517,CUST0000460,Auto,3377.07,58697.56,2018-01-08,2019-10-20,0.165
POL0000518,CUST0002109,Auto,2842.07,428868.73,2021-05-01,2023-09-17,0.812
POL0000519,CUST0002417,Property,786.01,10151.77,2024-11-15,2026-04-23,0.563
POL0000520,CUST0002767,Life,740.95,442317.74,2021-07-05,2024-01-21,0.86
POL0000521,CUST0000546,Auto,547.09,19662.67,2024-12-14,2025-06-12,0.219
POL0000522,CUST0002544,Life,3770.08,381327.9,2022-04-17,2023-01-31,0.895
POL0000523,CUST0000497,Health,3617.03,187228.5,2019-04-14,2021-12-05,0.615
POL0000524,CUST0000505,Health,480.47,371726.23,2024-12-26,2027-07-09,0.554
POL0000525,CUST0001093,Health,2889.3,206855.15,2018-01-15,2018-09-15,0.512
POL0000526,CUST0002209,Health,606.45,44744.88,2022-01-21,2024-08-13,0.119
POL0000527,CUST0001638,Property,4537.98,386078.28,2020-10-05,2021-05-25,0.852
POL0000528,CUST0000718,Health,4554.16,44913.82,2021-04-26,2022-07-11,0.615
POL0000529,CUST0001593,Health,3551.52,461839.01,2024-02-20,2026-01-28,0.173
POL0000530,CUST0001409,Life,4645.71,34977.28,2021-08-28,2022-12-22,0.117
POL0000531,CUST0000269,Auto,4094.97,244869.39,2022-02-20,2023-04-09,0.141
POL0000532,CUST0001947,Life,4176.99,364286.87,2019-02-25,2019-11-04,0.588
POL0000533,CUST0001478,Property,2934.6,202690.77,2022-10-28,2024-04-16,0.591
POL0000534,CUST0002747,Health,1669.08,116444.4,2020-08-16,2022-10-07,0.5
POL0000535,CUST0001542,Auto,1245.44,381954.57,2021-01-28,2022-11-22,0.345
POL0000536,CUST0000865,Auto,1770.56,394304.41,2021-03-01,2021-09-02,0.525
POL0000537,CUST0002398,Health,3216.78,462120.54,2022-05-09,2024-10-14,0.513
POL0000538,CUST0000110,Health,1028.75,194320.9,2020-06-12,2022-11-16,0.116
POL0000539,CUST0002455,Property,1441.47,258063.35,2022-05-30,2025-02-10,0.326
POL0000540,CUST0000650,Property,2446.69,187932.94,2018-02-15,2018-12-28,0.143
POL0000541,CUST0002099,Health,1318.64,135970.09,2018-02-22,2020-10-07,0.82
POL0000542,CUST0001500,Health,3025.49,378006.15,2021-09-26,2023-05-02,0.68
POL0000543,CUST0001111,Health,4631.24,176429.4,2022-06-15,2024-08-30,0.897
POL0000544,CUST0000596,Health,3790.83,219793.23,2023-08-18,2025-08-21,0.342
POL0000545,CUST0000979,Auto,3398.85,207800.09,2018-05-06,2020-11-13,0.803
POL0000546,CUST0000731,Property,2997.06,359204.0,2018-06-22,2020-07-10,0.582
POL0000547,CUST0000057,Health,2542.15,459719.86,2019-10-29,2020-11-17,0.463
POL0000548,CUST0002786,Health,1095.51,336710.47,2020-08-02,2022-03-14,0.278
POL0000549,CUST0002244,Auto,4494.61,241075.47,2018-08-20,2021-05-01,0.691
POL0000550,CUST0001784,Life,1392.97,391810.51,2024-06-19,2026-08-13,0.823
POL0000551,CUST0001702,Health,638.28,324075.95,2023-08-14,2024-03-16,0.288
POL0000552,CUST0001287,Auto,3800.07,39699.07,2024-01-13,2025-02-25,0.24
POL0000553,CUST0000112,Auto,1042.95,56875.16,2023-10-05,2024-11-14,0.657
POL0000554,CUST0002813,Life,1985.1,28579.3,2022-07-27,2024-12-17,0.882
POL0000555,CUST0000711,Property,335.77,233840.0,2020-09-20,2021-12-05,0.7
POL0000556,CUST0001202,Property,857.93,414668.18,2020-06-22,2021-04-28,0.328
POL0000557,CUST0000948,Property,1031.38,163410.75,2022-01-07,2024-02-02,0.436
POL0000558,CUST0000026,Health,461.17,198238.49,2020-07-08,2022-03-27,0.407
POL0000559,CUST0002458,Property,3351.95,455643.78,2021-06-02,2022-06-02,0.782
POL0000560,CUST0000758,Health,4217.64,420082.69,2019-01-10,2021-03-28,0.717
POL0000561,CUST0002579,Health,1991.91,335873.58,2019-07-09,2020-07-08,0.571
POL0000562,CUST0001801,Auto,4397.97,140733.85,2022-04-05,2023-07-02,0.32
POL0000563,CUST0001556,Property,1224.06,67350.33,2022-10-24,2025-02-12,0.85
POL0000564,CUST0002797,Property,1761.87,17868.82,2018-10-14,2020-03-28,0.623
POL0000565,CUST0001842,Property,923.54,62435.23,2020-08-25,2022-04-09,0.876
POL0000566,CUST0002294,Health,3178.68,153372.26,2024-08-24,2025-07-20,0.564
POL0000567,CUST0001105,Health,2215.37,280377.13,2023-11-03,2025-05-19,0.757
POL0000568,CUST0000662,Property,3143.76,41360.04,2022-04-24,2022-11-25,0.75
POL0000569,CUST0000909,Health,3856.04,76751.61,2023-12-09,2025-04-27,0.37
POL0000570,CUST0002444,Health,2819.37,98729.54,2018-05-21,2020-02-24,0.871
POL0000571,CUST0000522,Life,3212.63,319671.23,2022-01-27,2023-11-03,0.118
POL0000572,CUST0001857,Life,4689.2,311737.0,2021-10-17,2022-07-18,0.715
POL0000573,CUST0001760,Property,1635.51,279875.21,2021-06-29,2022-05-08,0.872
POL0000574,CUST0002974,Property,1923.99,132745.7,2024-05-04,2025-04-10,0.371
POL0000575,CUST0002312,Life,3644.98,191848.65,2024-07-09,2026-07-14,0.618
POL0000576,CUST0000790,Health,3134.27,57377.96,2020-09-13,2022-01-05,0.55
POL0000577,CUST0001298,Health,1056.96,120965.7,2021-01-17,2023-09-18,0.709
POL0000578,CUST0001730,Auto,2005.51,449875.56,2020-12-23,2022-06-11,0.793
POL0000579,CUST0000172,Property,2445.62,490048.96,2018-02-15,2019-04-10,0.582
POL0000580,CUST0000265,Property,2213.07,327353.2,2021-07-10,2023-07-23,0.753
POL0000581,CUST0001987,Property,1055.72,459243.41,2023-07-17,2026-03-15,0.35
POL0000582,CUST0001050,Auto,4637.26,324943.53,2018-01-08,2020-02-12,0.283
POL0000583,CUST0001493,Auto,3859.13,26266.28,2024-06-01,2027-02-12,0.445
POL0000584,CUST0001886,Health,2510.51,498413.67,2023-11-06,2026-05-23,0.642
POL0000585,CUST0000476,Life,3464.29,58486.63,2019-06-18,2020-05-29,0.25
POL0000586,CUST0002404,Life,4506.96,344494.48,2024-10-29,2025-09-13,0.644
POL0000587,CUST0001050,Life,853.64,133889.74,2018-06-13,2019-04-27,0.415
POL0000588,CUST0000034,Health,1401.79,202070.75,2018-12-13,2020-01-31,0.736
POL0000589,CUST0002312,Life,2804.97,326507.75,2023-05-22,2023-11-20,0.129
POL0000590,CUST0001162,Auto,4035.25,223878.8,2023-11-17,2025-01-25,0.634
POL0000591,CUST0000816,Auto,374.02,132767.57,2018-11-13,2020-05-16,0.62
POL0000592,CUST0002923,Property,4923.29,173878.63,2021-08-07,2022-11-07,0.853
POL0000593,CUST0000754,Life,2383.55,177358.58,2023-03-09,2025-02-01,0.671
POL0000594,CUST0000566,Auto,1924.31,480068.71,2024-09-17,2027-05-06,0.737
POL0000595,CUST0000462,Property,1605.08,401320.38,2022-12-14,2024-01-09,0.824
POL0000596,CUST0001655,Life,1036.91,234688.9,2024-08-16,2025-09-15,0.64
POL0000597,CUST0002703,Life,3999.55,107912.25,2020-02-10,2021-05-04,0.332
POL0000598,CUST0000081,Auto,4785.99,407397.89,2021-10-09,2023-07-26,0.796
POL0000599,CUST0002805,Property,2185.49,87019.41,2020-08-30,2022-08-07,0.698
POL0000600,CUST0001938,Property,4771.62,113126.49,2022-02-05,2022-10-06,0.44
