claim_id,anomaly_score,network_flag,fraud_reason
CLM0000116,0.627,0,Suspicious Pattern
CLM0001450,0.817,0,Suspicious Pattern
CLM0001729,0.65,1,Inflated Amount
CLM0000687,0.274,1,Inflated Amount
CLM0000627,0.307,0,Duplicate Claim
CLM0000939,0.6,1,Fake Identity
CLM0002039,0.905,1,Suspicious Pattern
CLM0002346,0.657,1,Inflated Amount
CLM0002166,0.424,1,Suspicious Pattern
CLM0002785,0.865,0,Duplicate Claim
CLM0002734,0.299,0,Fake Identity
CLM0000758,0.527,0,Suspicious Pattern
CLM0001805,0.309,0,Inflated Amount
CLM0001309,0.785,0,Inflated Amount
CLM0000386,0.201,1,Suspicious Pattern
CLM0001526,0.656,0,Suspicious Pattern
CLM0001663,0.66,1,Suspicious Pattern
CLM0002240,0.931,1,Fake Identity
CLM0000808,0.441,0,Inflated Amount
CLM0002955,0.496,1,Duplicate Claim
CLM0002355,0.599,0,Duplicate Claim
CLM0000179,0.127,0,Inflated Amount
CLM0001532,0.455,0,Inflated Amount
CLM0002251,0.15,0,Inflated Amount
CLM0000991,0.788,1,Duplicate Claim
CLM0001925,0.327,1,Suspicious Pattern
CLM0000195,0.437,0,Duplicate Claim
CLM0000694,0.283,1,Inflated Amount
CLM0000082,0.257,1,Suspicious Pattern
CLM0002453,0.988,1,Duplicate Claim
CLM0000843,0.833,1,Fake Identity
CLM0000973,0.449,0,Duplicate Claim
CLM0001781,0.828,0,Suspicious Pattern
CLM0001101,0.677,0,Suspicious Pattern
CLM0002620,0.409,0,Suspicious Pattern
CLM0002627,0.028,1,Inflated Amount
CLM0000538,0.914,0,Duplicate Claim
CLM0002917,0.227,1,Fake Identity
CLM0002138,0.725,0,Inflated Amount
CLM0002406,0.815,0,Duplicate Claim
CLM0001423,0.587,0,Fake Identity
CLM0000405,0.657,0,Duplicate Claim
CLM0002236,0.069,1,Fake Identity
CLM0000973,0.56,0,Fake Identity
CLM0001082,0.297,0,Duplicate Claim
CLM0002066,0.568,1,Inflated Amount
CLM0001232,0.604,0,Fake Identity
CLM0001781,0.073,0,Inflated Amount
CLM0002891,0.437,0,Fake Identity
CLM0000858,0.847,1,Suspicious Pattern
CLM0002921,0.121,1,Suspicious Pattern
CLM0001601,0.749,0,Fake Identity
CLM0002272,0.552,1,Suspicious Pattern
CLM0000749,0.614,1,Fake Identity
CLM0002810,0.022,1,Inflated Amount
CLM0000961,0.864,0,Duplicate Claim
CLM0001456,0.903,1,Fake Identity
CLM0000647,0.624,1,Duplicate Claim
CLM0001422,0.988,1,Suspicious Pattern
CLM0001129,0.302,1,Fake Identity
CLM0000653,0.209,0,Fake Identity
CLM0001497,0.147,1,Fake Identity
CLM0001380,0.181,0,Fake Identity
CLM0000657,0.034,0,Duplicate Claim
CLM0000631,0.703,1,Duplicate Claim
CLM0001957,0.773,0,Suspicious Pattern
CLM0002014,0.012,1,Inflated Amount
CLM0000977,0.234,1,Fake Identity
CLM0001674,0.218,1,Duplicate Claim
CLM0000238,0.634,0,Duplicate Claim
CLM0000738,0.788,0,Duplicate Claim
CLM0001815,0.719,0,Duplicate Claim
CLM0002703,0.762,0,Inflated Amount
CLM0001095,0.713,1,Fake Identity
CLM0002723,0.76,0,Fake Identity
CLM0002895,0.562,1,Fake Identity
CLM0002746,0.546,0,Duplicate Claim
CLM0002987,0.822,1,Fake Identity
CLM0001063,0.612,1,Inflated Amount
CLM0000059,0.146,1,Inflated Amount
CLM0000713,0.866,1,Duplicate Claim
CLM0000033,0.482,0,Duplicate Claim
CLM0002850,0.252,0,Fake Identity
CLM0001559,0.376,0,Inflated Amount
CLM0001080,0.57,0,Suspicious Pattern
CLM0002806,0.394,1,Duplicate Claim
CLM0000096,0.592,0,Fake Identity
CLM0001429,0.561,1,Suspicious Pattern
CLM0002496,0.552,0,Inflated Amount
CLM0001196,0.566,0,Duplicate Claim
CLM0000986,0.319,1,Duplicate Claim
CLM0002900,0.862,1,Fake Identity
CLM0000847,0.532,1,Duplicate Claim
CLM0001259,0.046,1,Suspicious Pattern
CLM0002728,0.295,0,Duplicate Claim
CLM0001252,0.717,0,Fake Identity
CLM0001493,0.666,1,Duplicate Claim
CLM0000151,0.195,1,Duplicate Claim
CLM0001093,0.998,0,Suspicious Pattern
CLM0001532,0.626,1,Duplicate Claim
CLM0000034,0.327,1,Duplicate Claim
CLM0000664,0.393,1,Fake Identity
CLM0002458,0.92,0,Fake Identity
CLM0001608,0.431,0,Suspicious Pattern
CLM0002056,0.241,1,Fake Identity
CLM0002922,0.344,0,Inflated Amount
CLM0002650,0.53,1,Duplicate Claim
CLM0000692,0.158,0,Duplicate Claim
CLM0001964,0.051,1,Inflated Amount
CLM0002395,0.404,1,Inflated Amount
CLM0002255,0.896,0,Inflated Amount
CLM0000338,0.927,1,Duplicate Claim
CLM0000128,0.832,0,Inflated Amount
CLM0000921,0.17,1,Suspicious Pattern
CLM0000453,0.049,0,Fake Identity
CLM0002675,0.528,1,Suspicious Pattern
CLM0002988,0.677,1,Inflated Amount
CLM0002775,0.656,0,Fake Identity
CLM0000388,0.271,1,Inflated Amount
CLM0000863,0.338,1,Suspicious Pattern
CLM0002771,0.968,1,Fake Identity
CLM0002760,0.427,0,Duplicate Claim
CLM0001638,0.648,1,Suspicious Pattern
CLM0000367,0.501,0,Duplicate Claim
CLM0002980,0.855,0,Fake Identity
CLM0001065,0.838,1,Fake Identity
CLM0002173,0.649,0,Suspicious Pattern
CLM0002323,0.932,0,Inflated Amount
CLM0000912,0.208,1,Fake Identity
CLM0001853,0.537,1,Duplicate Claim
CLM0000523,0.234,1,Duplicate Claim
CLM0001666,0.103,0,Duplicate Claim
CLM0001029,0.772,1,Inflated Amount
CLM0000483,0.613,1,Inflated Amount
CLM0002295,0.104,0,Inflated Amount
CLM0002368,0.989,0,Fake Identity
CLM0002065,0.084,0,Fake Identity
CLM0000189,0.687,1,Suspicious Pattern
CLM0000087,0.604,0,Inflated Amount
CLM0002742,0.414,1,Suspicious Pattern
CLM0002347,0.861,0,Fake Identity
CLM0001023,0.35,1,Inflated Amount
CLM0000594,0.823,0,Suspicious Pattern
CLM0000195,0.593,1,Suspicious Pattern
CLM0001826,0.393,0,Inflated Amount
CLM0000216,0.344,1,Fake Identity
CLM0000507,0.261,0,Duplicate Claim
CLM0000194,0.017,0,Fake Identity
CLM0002516,0.621,1,Inflated Amount
CLM0001608,0.454,0,Inflated Amount
CLM0001532,0.337,0,Duplicate Claim
CLM0001771,0.176,1,Suspicious Pattern
CLM0001948,0.001,0,Fake Identity
CLM0002761,0.676,1,Inflated Amount
CLM0001852,0.86,1,Duplicate Claim
CLM0000182,0.352,0,Fake Identity
CLM0002891,0.541,0,Suspicious Pattern
CLM0001877,0.598,1,Fake Identity
CLM0002484,0.247,0,Fake Identity
CLM0002748,0.488,0,Inflated Amount
CLM0002353,0.666,0,Inflated Amount
CLM0001883,0.876,1,Duplicate Claim
CLM0001453,0.807,0,Suspicious Pattern
CLM0002484,0.869,0,Duplicate Claim
CLM0002240,0.997,0,Suspicious Pattern
CLM0000294,0.262,0,Fake Identity
CLM0001863,0.727,1,Duplicate Claim
CLM0000004,0.561,1,Inflated Amount
CLM0001329,0.586,0,Suspicious Pattern
CLM0002499,0.29,1,Inflated Amount
CLM0000153,0.849,1,Inflated Amount
CLM0001088,0.789,0,Inflated Amount
CLM0002675,0.821,0,Duplicate Claim
CLM0002072,0.997,0,Inflated Amount
CLM0001089,0.309,1,Inflated Amount
CLM0002100,0.975,1,Duplicate Claim
CLM0002227,0.21,0,Inflated Amount
CLM0001266,0.091,1,Fake Identity
CLM0000882,0.01,0,Duplicate Claim
CLM0001269,0.234,0,Inflated Amount
CLM0000327,0.313,1,Suspicious Pattern
CLM0000025,0.309,0,Duplicate Claim
CLM0001006,0.93,0,Inflated Amount
CLM0000709,0.313,1,Suspicious Pattern
CLM0002354,0.659,1,Fake Identity
CLM0000652,0.985,1,Suspicious Pattern
CLM0001252,0.294,0,Inflated Amount
CLM0000532,0.975,1,Fake Identity
CLM0000182,0.763,0,Fake Identity
CLM0002460,0.813,0,Fake Identity
CLM0000690,0.569,0,Duplicate Claim
CLM0000787,0.778,1,Fake Identity
CLM0001775,0.61,0,Fake Identity
CLM0002036,0.485,0,Fake Identity
CLM0001974,0.854,1,Duplicate Claim
CLM0000358,0.821,1,Suspicious Pattern
CLM0001086,0.396,0,Fake Identity
CLM0002419,0.041,0,Fake Identity
CLM0000775,0.926,0,Inflated Amount
CLM0000255,0.782,0,Fake Identity
CLM0001348,0.858,0,Duplicate Claim
CLM0000855,0.024,0,Suspicious Pattern
CLM0002653,0.874,0,Inflated Amount
CLM0000336,0.469,1,Duplicate Claim
CLM0001705,0.91,1,Inflated Amount
CLM0002386,0.692,0,Fake Identity
CLM0001503,0.426,0,Suspicious Pattern
CLM0000314,0.124,0,Suspicious Pattern
CLM0002187,0.558,0,Fake Identity
CLM0001431,0.709,1,Fake Identity
CLM0000268,0.904,0,Fake Identity
CLM0001475,0.885,0,Suspicious Pattern
CLM0001495,0.259,1,Duplicate Claim
CLM0001315,0.075,1,Fake Identity
CLM0002555,0.47,0,Inflated Amount
CLM0002476,0.276,0,Fake Identity
CLM0001205,0.317,0,Suspicious Pattern
CLM0001829,0.667,1,Duplicate Claim
CLM0001304,0.747,0,Duplicate Claim
CLM0001023,0.734,1,Fake Identity
CLM0002771,0.817,0,Suspicious Pattern
CLM0002181,0.043,0,Fake Identity
CLM0001226,0.965,1,Suspicious Pattern
CLM0000925,0.338,1,Fake Identity
CLM0001331,0.367,0,Duplicate Claim
CLM0000367,0.632,1,Duplicate Claim
CLM0000376,0.225,0,Inflated Amount
CLM0001657,0.678,1,Fake Identity
CLM0002205,0.262,0,Duplicate Claim
CLM0002381,0.702,1,Suspicious Pattern
CLM0001313,0.818,1,Fake Identity
CLM0001065,0.9,0,Suspicious Pattern
CLM0000769,0.408,0,Fake Identity
CLM0001087,0.807,1,Suspicious Pattern
CLM0002537,0.465,0,Inflated Amount
CLM0002682,0.246,0,Inflated Amount
CLM0002642,0.732,0,Duplicate Claim
CLM0000024,0.295,1,Inflated Amount
CLM0000511,0.171,1,Duplicate Claim
CLM0001030,0.121,0,Fake Identity
CLM0000739,0.398,1,Duplicate Claim
CLM0001272,0.746,0,Inflated Amount
CLM0002885,0.814,0,Duplicate Claim
CLM0002791,0.835,0,Fake Identity
CLM0001582,0.428,0,Fake Identity
CLM0000369,0.038,1,Fake Identity
CLM0001891,0.178,0,Duplicate Claim
CLM0001674,0.195,0,Suspicious Pattern
CLM0000338,0.504,1,Fake Identity
CLM0001815,0.916,1,Inflated Amount
CLM0002085,0.13,1,Suspicious Pattern
CLM0000088,0.034,0,Duplicate Claim
CLM0000160,0.0,1,Duplicate Claim
CLM0000673,0.901,0,Fake Identity
CLM0001769,0.822,1,Inflated Amount
CLM0002120,0.963,1,Duplicate Claim
CLM0000173,0.7,0,Suspicious Pattern
CLM0000655,0.611,1,Duplicate Claim
CLM0001510,0.123,0,Duplicate Claim
CLM0000679,0.576,0,Fake Identity
CLM0001056,0.791,1,Suspicious Pattern
CLM0000747,0.869,1,Suspicious Pattern
CLM0002408,0.87,0,Inflated Amount
CLM0001422,0.303,1,Duplicate Claim
CLM0001578,0.19,1,Suspicious Pattern
CLM0000362,0.148,0,Suspicious Pattern
CLM0001567,0.644,0,Inflated Amount
CLM0002066,0.07,0,Fake Identity
CLM0002772,0.871,0,Fake Identity
CLM0001048,0.808,0,Inflated Amount
CLM0000784,0.007,0,Suspicious Pattern
CLM0002187,0.588,1,Inflated Amount
CLM0000918,0.633,0,Fake Identity
CLM0000051,0.906,0,Inflated Amount
CLM0002724,0.535,1,Inflated Amount
CLM0002499,0.052,1,Duplicate Claim
CLM0000014,0.683,1,Inflated Amount
CLM0001891,0.35,0,Suspicious Pattern
CLM0000763,0.51,1,Fake Identity
CLM0001363,0.239,0,Fake Identity
CLM0002940,0.86,1,Suspicious Pattern
CLM0000194,0.588,0,Suspicious Pattern
CLM0001516,0.745,1,Fake Identity
CLM0000365,0.15,1,Inflated Amount
CLM0000888,0.565,1,Suspicious Pattern
CLM0002586,0.302,0,Inflated Amount
CLM0000589,0.026,0,Duplicate Claim
CLM0001130,0.729,0,Suspicious Pattern
CLM0002827,0.979,1,Duplicate Claim
CLM0000675,0.728,1,Inflated Amount
CLM0000682,0.084,1,Inflated Amount
CLM0000354,0.63,1,Inflated Amount
CLM0002856,0.829,1,Duplicate Claim
CLM0001654,0.161,1,Fake Identity
CLM0000004,0.981,1,Fake Identity
CLM0002480,0.624,1,Suspicious Pattern
CLM0002913,0.982,0,Duplicate Claim
CLM0000685,0.63,1,Suspicious Pattern
CLM0002135,0.669,1,Inflated Amount
CLM0001544,0.76,0,Suspicious Pattern
CLM0000359,0.804,0,Inflated Amount
CLM0000076,0.878,0,Duplicate Claim
CLM0001042,0.752,0,Fake Identity
CLM0001137,0.459,0,Duplicate Claim
CLM0000644,0.254,1,Fake Identity
CLM0000585,0.397,1,Suspicious Pattern
CLM0001265,0.92,1,Duplicate Claim
CLM0002604,0.863,1,Suspicious Pattern
CLM0000573,0.362,1,Duplicate Claim
CLM0001628,0.423,1,Fake Identity
CLM0000120,0.294,1,Inflated Amount
CLM0000794,0.622,0,Duplicate Claim
CLM0000578,0.36,0,Duplicate Claim
CLM0001365,0.803,1,Suspicious Pattern
CLM0000530,0.476,0,Suspicious Pattern
CLM0002937,0.22,1,Inflated Amount
CLM0001632,0.446,1,Fake Identity
CLM0002639,0.735,0,Duplicate Claim
CLM0002874,0.454,0,Inflated Amount
CLM0002098,0.572,0,Inflated Amount
CLM0000894,0.914,1,Inflated Amount
CLM0001712,0.713,1,Fake Identity
CLM0002031,0.997,1,Duplicate Claim
CLM0002375,0.077,0,Duplicate Claim
CLM0002513,0.75,1,Inflated Amount
CLM0001029,0.733,0,Inflated Amount
CLM0000439,0.109,0,Inflated Amount
CLM0001785,0.966,1,Fake Identity
CLM0000125,0.845,0,Duplicate Claim
CLM0002206,0.512,1,Inflated Amount
CLM0002372,0.22,1,Duplicate Claim
CLM0000709,0.186,0,Fake Identity
CLM0001833,0.128,0,Fake Identity
CLM0001405,0.193,1,Suspicious Pattern
CLM0001429,0.925,1,Inflated Amount
CLM0001428,0.635,0,Duplicate Claim
CLM0000293,0.125,1,Suspicious Pattern
CLM0001530,0.922,1,Inflated Amount
CLM0002016,0.054,1,Duplicate Claim
CLM0002545,0.409,0,Duplicate Claim
CLM0002260,0.743,0,Inflated Amount
CLM0002431,0.822,0,Fake Identity
CLM0002825,0.843,0,Duplicate Claim
CLM0001748,0.945,1,Suspicious Pattern
CLM0001399,0.268,1,Duplicate Claim
CLM0001247,0.382,1,Suspicious Pattern
CLM0000213,0.634,0,Suspicious Pattern
CLM0001115,0.877,1,Suspicious Pattern
CLM0000319,0.601,1,Inflated Amount
CLM0000026,0.272,0,Duplicate Claim
CLM0002343,0.802,1,Inflated Amount
CLM0001082,0.902,1,Inflated Amount
CLM0000620,0.008,0,Fake Identity
CLM0000211,0.005,0,Inflated Amount
CLM0001128,0.954,0,Fake Identity
CLM0001645,0.557,0,Duplicate Claim
CLM0001732,0.088,1,Suspicious Pattern
CLM0000629,0.356,0,Suspicious Pattern
CLM0001071,0.567,0,Inflated Amount
CLM0002759,0.625,1,Inflated Amount
CLM0002833,0.163,0,Duplicate Claim
CLM0001418,0.84,1,Duplicate Claim
CLM0001835,0.545,1,Duplicate Claim
CLM0001166,0.525,0,Duplicate Claim
CLM0000887,0.541,0,Inflated Amount
CLM0002441,0.062,0,Fake Identity
CLM0002256,0.752,0,Suspicious Pattern
CLM0001291,0.081,0,Fake Identity
CLM0002715,0.463,0,Fake Identity
CLM0001758,0.589,1,Duplicate Claim
CLM0000782,0.211,0,Duplicate Claim
CLM0000797,0.482,0,Duplicate Claim
CLM0000139,0.286,1,Suspicious Pattern
CLM0001196,0.71,1,Fake Identity
CLM0001038,0.534,1,Suspicious Pattern
CLM0002523,0.093,0,Duplicate Claim
CLM0001663,0.6,1,Inflated Amount
CLM0001027,0.136,1,Suspicious Pattern
CLM0001676,0.003,1,Fake Identity
CLM0002830,0.146,0,Inflated Amount
CLM0001321,0.004,1,Duplicate Claim
CLM0002833,0.988,0,Duplicate Claim
CLM0002769,0.634,1,Duplicate Claim
CLM0001776,0.626,1,Fake Identity
CLM0000866,0.933,0,Inflated Amount
CLM0001246,0.128,0,Inflated Amount
CLM0002647,0.028,0,Fake Identity
CLM0001817,0.683,1,Fake Identity
CLM0002294,0.618,0,Inflated Amount
CLM0000800,0.905,0,Fake Identity
CLM0002455,0.323,1,Fake Identity
CLM0002985,0.553,1,Fake Identity
CLM0002512,0.565,0,Duplicate Claim
CLM0001248,0.257,1,Duplicate Claim
CLM0002347,0.36,1,Duplicate Claim
CLM0001994,0.348,0,Inflated Amount
CLM0001081,0.844,1,Fake Identity
CLM0002722,0.376,0,Duplicate Claim
CLM0001337,0.623,0,Suspicious Pattern
CLM0001948,0.374,1,Inflated Amount
CLM0002099,0.085,1,Duplicate Claim
