date,inflation_rate,unemployment_rate,interest_rate
2026-01-18,6.25,4.87,9.76
2026-01-19,9.9,11.57,9.12
2026-01-20,7.96,7.54,6.2
2026-01-21,13.44,8.14,5.97
2026-01-22,13.45,10.98,1.38
2026-01-23,1.75,5.81,9.44
2026-01-24,9.01,4.48,7.22
2026-01-25,8.05,7.71,5.27
2026-01-26,11.79,6.1,8.65
2026-01-27,3.74,3.64,7.44
2026-01-28,10.73,3.19,5.85
2026-01-29,11.34,9.25,5.62
2026-01-30,1.37,2.34,9.3
2026-01-31,7.04,7.28,8.09
2026-02-01,14.71,5.3,4.33
2026-02-02,5.21,3.51,6.47
2026-02-03,13.38,10.91,2.37
2026-02-04,9.22,9.41,9.37
2026-02-05,5.15,9.73,7.1
2026-02-06,12.7,6.36,9.62
2026-02-07,14.87,8.48,3.27
2026-02-08,11.39,2.91,3.49
2026-02-09,1.86,3.39,8.41
2026-02-10,1.73,5.23,2.99
2026-02-11,7.88,6.58,3.9
2026-02-12,1.08,2.94,8.9
2026-02-13,10.46,7.65,5.42
2026-02-14,1.23,4.4,3.35
2026-02-15,14.62,9.75,4.39
2026-02-16,13.33,2.0,7.26
2026-02-17,12.42,10.66,2.01
2026-02-18,12.37,9.33,9.64
2026-02-19,12.68,7.46,5.18
2026-02-20,7.08,9.38,7.77
2026-02-21,12.09,5.65,7.17
2026-02-22,6.14,3.63,6.97
2026-02-23,12.88,2.09,4.49
2026-02-24,9.65,7.49,0.9
2026-02-25,6.02,4.92,7.54
2026-02-26,11.44,4.13,9.56
2026-02-27,4.4,10.67,5.3
2026-02-28,14.51,9.25,9.56
2026-03-01,10.31,11.9,5.58
2026-03-02,6.62,8.62,2.09
2026-03-03,8.71,10.95,2.77
2026-03-04,11.33,3.18,8.71
2026-03-05,12.16,9.23,6.4
2026-03-06,14.65,2.86,4.44
2026-03-07,3.93,2.95,8.09
2026-03-08,8.06,10.58,6.6
2026-03-09,2.28,5.6,8.79
2026-03-10,2.15,5.16,9.72
2026-03-11,2.46,3.84,6.69
2026-03-12,4.63,6.85,9.72
2026-03-13,10.75,4.04,4.97
2026-03-14,13.06,7.38,8.48
2026-03-15,7.1,8.6,9.11
2026-03-16,8.77,8.55,0.93
2026-03-17,3.89,5.65,8.72
2026-03-18,12.08,9.04,4.38
2026-03-19,13.44,4.66,4.28
